genre,artist,song,lyrics
Hip-Hop,21 Savage,Skirtt Skirtt,"[Intro]
Skirt skirt
Skirt skirt[Hook]
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt
Skirt
Skirt skirt
Skirt skirt


Related




 






23 Boy Band Slow Jams That Made You Believe In Love







Eminem Takes Down Trump In Powerful Freestyle Rap During BET Awards







Cardi B and Twitter React To 'Bodak Yellow' Hitting No. 1 On The Hot 100






 
 

[Verse 1]
Cooking up dope in Givenchys, all my niggas counting benjis
Pull up on you with the sticks nigga, we gon' handle business
I know a lot of niggas out here say they worth a mill ticket
I guess everybody rich, you a goddamn liar
Took the stand on your right hand man, so you had to die
Lost a lot of my real niggas so I had to cry
21 and that sex money what I live by
Glock 40 with the 30 round and a red dot
Young nigga went from hotboxing to a trap spot
Niggas clutching on the choppers every time the fuckin' door knock
Santan molly that'll make your fucking heart stop
Feds taking pictures every time the fucking car stop
Auntie hit the dope, she said it make her fucking jaw lock
Stray bullets hitting kids while they playing hop scotch
16 and pregnant ,told her momma and a fucking tear drop
And that's my soda, that's my stove and that's my pot
21



Photos


































 




[Hook]
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt
Skirt
Skirt skirt
Skirt skirt[Verse 2]
My wrist in the bowl and I skirt, I bought a new Rarri and skirt
I fuck on your bitch then I skirt, we pull up and murder and skirt
They niggas they know I'm berzerk, I keep it up under my shirt
My nigga we flipping that work, we jug and remixing that work
Lil bitty bitch wanna flirt, this lil bitty bitch wanna flirt
I'm fucking this bitch for a perc, I'm fucking this bitch for a perc
I'm smoking the OG from Cali, you lil niggas still smokin' purp
Niggas be talking that gangster shit til these lil niggas get hurt
Slaughter Gang nigga, they with me and they will put you on a shirt
I Slaughter Gang nigga, I'll slaughter your daughter then send her to church
Can't lose no more niggas, I lost some real niggas and nigga it hurts
So I bought a new chopper, it's fully and semi and 3 round burst[Outro]
(Mothafucking Slaughter Tape, nigga)
(Yeah nigga, y'all know what the fuck going on nigga)
(Huh?)
Slaughter your daughter
Slaughter your daughter
21, 21, 21
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt




 "
Hip-Hop,21 Savage,Numb,"Grind hard, nigga, grind hard, I done grind hard
Late nights playin' b-ball with a decoy
I was on the corner with the robbers and the d-boys
Now I'm on the charts, man, this shit is unbelievable
Mama, it's a lot of secrets that I had to keep from you
Got in so much trouble, thought the teachers had beef with you
And it paid off 'cause we livin' like the Greeks and Jews
Used to leave your stove runnin', stove runnin'
Now it's Louis rags when my nose runnin'
Got it out the mud, I don't owe nothin'
You pussy-ass niggas ain't on nothin'
Wanna see me fucked up 'cause they poor hustlin'
The same niggas with me back when I was head itchin'
Man I'm having nightmares that the feds listenin'
You fake gangstas pump fakin' and they scared snitchin'
The coupe fast and it's fucking up the dash digital


Related




 






The Best Karaoke Songs Ever, Ranked







Eminem Takes Down Trump In Powerful Freestyle Rap During BET Awards







Cardi B and Twitter React To 'Bodak Yellow' Hitting No. 1 On The Hot 100






 
 

Numb the pain with the money, numb the pain with the money
Numb the pain with the money, numb the pain with the
Numb the pain with the money, numb the pain with the money
Numb the pain with the money, numb the pain with the
Numb the pain with the money, numb the pain with the money
Numb the pain with the money, numb the
Numb the pain with the money, numb the pain with the money
Numb the pain with the money, numb the pain with theIt's a bag on his head, I'ma pick it up
It was money in the house, I used to stick it up
Got your main bitch chillin', splashin', tryna lick it up
Dick ridin', niggas always tryna flick it up
I ain't tryna take no bitches, bitch I'm rollin' Swishers
I count my back end then I jump out with that pistol
If you ain't suckin' dick you get a early dismissal
We got your wifey at the spot, she tryna lick a pickle
I just went and bought a Lamb and it cost a nickel
And I came from the bottom and it feel good
And I went platinum, still in the hood
And I take the gang with me everywhere I go
Why these niggas hatin' on me? Man I don't know
Ain't a place in the world that I can't go
And I got a hundred racks inside a Go-Go
And I get a hundred racks for a show, show
Wanna give a bitch my heart but I can't though
I can't fall in love with a stank ho
Lil' bitch I fell in love with the bank ho
And you know I love that good drank, ho



Photos


































 




Numb the pain with the money, numb the pain with the money
Numb the pain with the money, numb the pain with the
Numb the pain with the money, numb the pain with the money
Numb the pain with the money, numb the pain with the
Numb the pain with the money, numb the pain with the money
Numb the pain with the money, numb the
Numb the pain with the money, numb the pain with the money
Numb the pain with the money, numb the pain with theNumb the pain with the money and ride 'round with that Tommy
And I put it in her stomach and I made that lil' bitch ride me
You're my old school runner, you're my old school runner
But my new school runnin', it costs more than a hundred
You lil' niggas so bummy (21)
Make a diss song, they gon' wrap you like a mummy
My young niggas geekin' on [?] zombies
They hungry, up it on you then they tell you, ""Run it""
I stole cars, drove them like go-karts
Niggas actin' like bitches, they got both parts
And I came from the gutter, I don't got no heart
And I'm straight up out the gutter, I don't got no heart
Nigga when they killed my brother, I had to go hard
Put that chopper in his face and then I Bogart
Niggas tryna cross me, I don't understand it
I'm just tryna take care of the family
And I'm sippin' codeine, not brandy (21)
And I'm sippin' codeine, I'm a addict
You go to jail, can't depend on a bad bitch
She fucked and sucked him tryna keep up with the fashion
And I'm really, really rich and I ain't braggin'
Sometimes I really can't believe this shit happened
Who woulda thought I'd make it rappin'?
I almost lost my life when I was trappin'Numb the pain with the money, numb the pain with the money
Numb the pain with the money, numb the pain with the
Numb the pain with the money, numb the pain with the money
Numb the pain with the money, numb the pain with the
Numb the pain with the money, numb the pain with the money
Numb the pain with the money, numb the
Numb the pain with the money, numb the pain with the money
Numb the pain with the money, numb the pain with theIf Young Metro don't trust you, I'm gon' shoot you




 "
Hip-Hop,21 Savage,X,"10 bad bitches in a mansion
Wrist on Milly Rock them diamonds on me dancin'
When you workin' hard then your money start expandin'
I got model bitches wanna lick me like some candy
And them drugs come in handy
Last name Savage bitch, but no I'm not Randy
Hit her with no condom, had to make her eat a plan B
And I'm sippin' on that Codeine, not BrandyI'm just stuntin' on my ex-bitch
I'm just flexin' on my ex-bitch
Hold up, I'm just stuntin' on my ex-bitch
Hold up, I'm just flexin' on my ex-bitch
Fuck a wedding ring, I bought a necklace
Diamonds got the flu, try not to catch this
I left that ho alone 'cause she was ratchet
All these bitches salty, they can't stand me


Related




 






The Best Karaoke Songs Ever, Ranked







Eminem Takes Down Trump In Powerful Freestyle Rap During BET Awards







Cardi B and Twitter React To 'Bodak Yellow' Hitting No. 1 On The Hot 100






 
 

Flexin' on that bitch, hold up
Bought a necklace on that bitch, hold up
Her friend gon' lick me like a fruit roll up
She in her feelins' on the 'Gram, grow up
21, flexin' on that bitch, hold up
I ain't textin' back that bitch, hold up
I ain't stressin' bout that bitch, hold up
21 gon' get the stick, hold up
Hold up, hold up, bitch I like to ball
Hold up, hold up, without no weave, you bald
Hold up, bitch I spent your rent inside the mall
Told her she got a nigga but he broke, she lost
Hold up, at this private location
Hold up, put her back in rotation
Hold up, bitches on me, immigration
Hold up, goin' through the translations



Photos


































 




I'm just stuntin' on my ex-bitch
I'm just flexin' on my ex-bitch
Hold up, I'm just stuntin' on my ex-bitch
Hold up, I'm just flexin' on my ex-bitch
Fuck a wedding ring, I bought a necklace
Diamonds got the flu, try not to catch this
I left that ho alone 'cause she was ratchet
All these bitches salty, they can't stand meHold up, bitch my Rolex on fleek
Hold up, bitch my diamonds on fleek
Hold up, I got gold on my teeth
Hold up, you got Rainbow on your feet?
Hold up, corny niggas don't impress me
Hold up, never let a bitch dress me
Hold up, can't no motherfuckin' judge check me
Hold up, I don't give a fuck about no ring
Hold up, money make my old bitches hate me
Hold up, bitch you still stay on Section-8
Hold up, my new bitch wetter than a lake
Hold up, and she love to let me paint her face
Hold up, fell in love with some good throat
Hold up, fell in love with some good throat
Hold up, ripped them confidential papers up
Hold up, you done made me wake my savage upI'm just stuntin' on my ex-bitch
I'm just flexin' on my ex-bitch
Hold up, I'm just stuntin' on my ex-bitch
Hold up, I'm just flexin' on my ex-bitch
Fuck a wedding ring, I bought a necklace
Diamonds got the flu, try not to catch this
I left that ho alone 'cause she was ratchet
All these bitches salty, they can't stand me10 bad bitches in a mansion
Wrist on Milly Rock them diamonds on me dancin'
When you workin' hard then your money start expandin'If Young Metro don't trust you, I'm gon' shoot you
And them drugs come in handy
Last name Hendrix bitch, you know I'm no Jimi
Hit 'em with no condoms, ship her right back out the country
And I'm sippin' codeine, tats all on my stomach




 "
Hip-Hop,21 Savage,Rap Saved Me,"[Intro: 21 Savage & Offset]
Goyard duffle got a lot of racks (hey)
Louis Vuitton got a lot of racks (yeah yeah yeah yeah)
My carry-on got a lot of racks (yeah yeah yeah yeah yeah)
Everywhere I go I got them racks with me (yeah yeah yeah yeah)
Yeah, yeah yeah, you digg, for real, huh, huh, hey[Producer Tag: Future]
If young Metro don't trust you I'm gon' shoot you[Chorus: 21 Savage & Offset]
I'm gang banging (gang), and I'm dangerous (hey)
Smith & Wesson (brrt), and it's stainless (woo)
Brand new Rari (skrt), I'm finna paint it (yeah)
She took a xanny (yeah), then she fainted (yeah)
I'm from the gutter (hey), ain't no changing (nah)
From the gutter (gutter), rap saved me (rap)
She drive me crazy (drive me brazy), have my baby (have my baby)
Need my cash (need my racks), fuck you pay me (fuck you pay me)


Related




 






26 Best Breakup Songs Of All Time







Eminem Takes Down Trump In Powerful Freestyle Rap During BET Awards







Cardi B and Twitter React To 'Bodak Yellow' Hitting No. 1 On The Hot 100






 
 

[Verse 1: Offset]
Offset!
Where is the money? (where?)
Where is the, where is the paper? (where?)
Ooh, there go the acres, ooh
They biting my drip like a Sabre, yeah yeah
Who is my neighbor? (who?)
I live on the island, I'm sacred (island)
Yeah, life is the matrix
Be rich or be broke and be basic (rich)
You don't want static, yeah
All of my shooters on addys, yeah yeah
A-list status, uh uh
His and her Pateks (his and hers)
Out of here, gone gone gone, zoom
Piguets on the watch make 'em walk out the room
You keep the fire but you shoot at the moon
I get the fire and I aim at your noon
Street sweeper, we not talkin' 'bout the broom (nah)
I got more blow than balloons (blow)
You smell that, was addict perfume
Yeah we the wave and we big like typhoons (woo)
Go fifty-nine, eighty with moons (bust down)
Twenty-five million my move (twenty-five)
I drip in my sleep on snooze (drip)
I love when I meet Jesus



Photos


































 




[Chorus: 21 Savage]
I'm gangbanging (yeah), and I'm dangerous (yeah)
Smith & Wesson (yeah), and it's stainless (yeah)
Brand new Rari (yeah), I'm finna paint it (yeah)
She took a xanny (yeah), then she fainted (yeah)
I'm from the gutter (yeah), ain't no changing (yeah)
From the gutter (yeah), rap saved me (yeah)
She drive me crazy (yah), have my baby (yah)
Need my cash (yah), fuck you pay me (yah)[Verse 2: 21 Savage]
I'm sedated (yah), eyes lazy (yah)
Bloody Phantom (yah), the seats brazy (yah)
I don't do payments, uh-huh, new Bentayga, uh-huh
Cost two-eighty, uh-huh, bitch I paid it, uh-huh
Rover SVR and I got the seats blazin' (21)
Went against the gang and he got his cheese grated (21)
Bitch you just a nut, baby we are not dating (21)
My tank top Givenchy, lil bitch I'm not basic
Sellin' glass out the house nigga (house nigga)
J's smokin' in the house nigga (the house nigga)
Send some bullets at your spouse nigga (spouse nigga)
Hide the racks in the couch nigga (couch nigga)[Chorus: 21 Savage & Offset]
I'm gang banging (yeah), and I'm dangerous (yeah)
Smith & Wesson (yeah), and it's stainless (yeah)
Brand new Rari (yeah), I'm finna paint it (yeah)
She took a xanny (yeah), then she fainted (yeah)
I'm from the gutter (hey), ain't no changing (nah)
From the gutter (gutter), rap saved me (rap)
She drive me crazy (drive me brazy), have my baby (have my baby)
Need my cash (need my racks), fuck you pay me (fuck you pay me)[Verse 3: Quavo]
Uh uh, uh uh, uh
Uh uh, uh uh, uh
Uh uh, uh uh
Chopper talk (yeah), AK AK walk (brrt brrt)
Spray the block (spray), it's an outline chalk (outline chalk)
We don't talk, young nigga be stackin' up that sign language (stack it)
If you get out of line, disrespect your boss
He should do just fire 'em at ya (fire)
Ironing boards (ironing)
Straightening money on ironing boards (yeah)
Connect the streets (streets)
Nigga keep lookin', can't find no cord (yeah)
Patek Phillipe (Patek), so much water can't find no shore (drippin')
Save beef (save it), nigga nobody can't find no water[Chorus: 21 Savage & Offset]
I'm gang banging (gang), and I'm dangerous (hey)
Smith & Wesson (brrt), and it's stainless (woo)
Brand new Rari (skrt), I'm finna paint it (yeah)
She took a xanny (yeah), then she fainted (yeah)
I'm from the gutter (hey), ain't no changing (nah)
From the gutter (gutter), rap saved me (rap)
She drive me crazy (drive me brazy), have my baby (have my baby)
Need my cash (need my racks), fuck you pay me (fuck you pay me)




 "
Hip-Hop,21 Savage,It's Sold,"Related




 






Songs You Love If You Love Nerds







Eminem Takes Down Trump In Powerful Freestyle Rap During BET Awards







Cardi B and Twitter React To 'Bodak Yellow' Hitting No. 1 On The Hot 100






 
 





Photos


































 








 "
Hip-Hop,21 Savage,I'm A Savage,"[Hook]x2
I'm a Savage, he a Savage
I'm a blood, he a blood
Stacking my money, nigga run it up
Now I can sit back and drink mud
Sipping on lean, same colored blood
PDE Slaughter Gang, no it's us[Verse 1: 21 Savage]
Blood, I'm a blood
Young Savage bitch, I drink mud
2-2-3 hit your ass with a slug
Blah, nigga you a thug
Nigga I ain't ride thugs
20-16 on it, and they scrub
Capping that nigga, call your hoe
You laid out with your bitch, you light the hood
I know that on her face I like to fuck
I ran it off and ran off on the plug
I counted up a 100 in the trap
You talk that shit I put a 100 in your back
Blah, blah hit that nigga with a mat on the frontstreet
Young Savage bitch, I sold that dough on the 1st street
Young Savage bitch, I get that chopper on the front seat
I'm a big dawg, little nigga you a pip squeak
[Hook]x2
I'm a Savage, he a Savage
I'm a blood, he a blood
Stacking my money, nigga run it up
Now I can sit back and drink mud
Sipping on lean, same colored blood
PDE Slaughter Gang, no it's us


Related




 






23 One Hit Wonders You Still Can't Get Out Of Your Head







Eminem Takes Down Trump In Powerful Freestyle Rap During BET Awards







Cardi B and Twitter React To 'Bodak Yellow' Hitting No. 1 On The Hot 100






 
 

[Verse 2]
Cough money, know it's bloody
Everybody screaming 'Bloody'
[?] , going synthetic on your bodies
They got choppers, we got choppers
You got a problem, they got a problem
Everyone whippin' out choppers, problem solving
Stay on your lane, nigga not part of my gang
PDE Murder Gang, Slaughter Gang, Murder Gang
Everybody been the same
I stayed tripping on [?]
Put it out, let it rip
Hit your bitch then I dip
[?], I'm on a lip
Back in the trap, my man is there
Run out of bands with them
Cause all of my young niggas Savages
And all of my young niggas having it
I'm from the six where we clappin' shit
These niggas really think we rappin' shit
I'm from the hood where we none but Savages
And everybody gon' rap some shit, nigga



Photos


































 




[Hook]x2
I'm a Savage, he a Savage
I'm a blood, he a blood
Stacking my money, nigga run it up
Now I can sit back and drink mud
Sipping on lean, same colored blood
PDE Slaughter Gang, no it's us




 "
Hip-Hop,21 Savage,Dead People,"I'ma handle business
S600 big body and it's tinted, just to handle business
Percocets they got me in my feelings
I drive that Range Rover like it's rented
Hit 'em in the face, 'fore you turn state
Gotta beat the case, we gon' fuck your bae
We gon' beat her face
Walked out of Wells Fargo and ran to Chase
Hopped out a Bentley truck and jumped inside the Wraith
Young Savage, I was trappin' on the back street
All in traffic with that ratchet on the backseat
From the gutter, fake models don't attract me
Got a project bitch, she love to get nasty


Related




 






Match These Taylor Swift Songs to Her Ex-Boyfriends







Eminem Takes Down Trump In Powerful Freestyle Rap During BET Awards







Cardi B and Twitter React To 'Bodak Yellow' Hitting No. 1 On The Hot 100






 
 

I been drinkin' syrup since Denny's
Gotta keep it on me, niggas schemin'
Right pocket full of dead people
I been hangin' with the dead people
I been hangin' with the dead people
I been hangin' with the dead people
All my pockets full of dead people
I done fell in love with dead peopleBitch you gettin' comfortable, I don't need you
You come around the gang, we might G you
She say don't nobody fuck her like we do
You know I share everything with my people
My jewelry twinkle twinkle
Doin' donuts in the foreign while it sprinkles
You keep callin', I'm ignoring, bitch I'm single
You keep callin', bitch I'm single like a pringle
You know I'm fly like G4
Bitch you riding in a pinto
Bitch you know your nigga lame like the Winslows
I'm 21 but you know PDE my kin folk



Photos


































 




I been drinkin' syrup since Denny's
Gotta keep it on me, niggas schemin'
Right pocket full of dead people
I been hangin' with the dead people
I been hangin' with the dead people
I been hangin' with the dead people
All my pockets full of dead people
I done fell in love with dead people




 "
Hip-Hop,21 Savage,Famous,"Rags to riches, nigga came from the bottom
Hood rats, now a nigga fuckin' on models
Ridin' in the foreign, remember ridin' on MARTA
Grind got harder and my mind got smarter
I was gettin' bags for the cheap
When I ain't had money, I was robbin', nigga
I was gettin' bags for the free
21 Gang, they were right beside me
And they still with me, nigga, I'm on TV
Couple niggas switched up, bitched up, fuck 'em
I can't go nowhere without a pistol or a rubber
I'm too, too player to put a bitch before my brother
I'm too street smart, nigga, to serve a undercover
Niggas tryna clone a nigga's shit, damn, woah
Used to drive a hotbox, shit, Lambo
Niggas want a handout, shit, mine broke
I grinded for this shit, I grinded for this shit
Can't change on my game, niggas still here
Kinda hard to change my ways 'cause the shit real
Niggas rappin' 'bout shit they ain't even lived
Niggas lyin', I can hear it in their ad-libs
I'm poppin' Percocets, bitch, not Advil
It's kinda fucked up what they did to Black, damn
If I catch him in the trap, I'ma whack him
I catch that boy in traffic, nigga, I'ma whack him
Nigga, try to keep up with this fashion
Makin' sure my kids happy
They dependent on their daddy
Tryin' not to let the streets distract me
I know it's bumps in the road like acne
Had to sell dope, I couldn't be an athlete
I'm a solid young nigga, you can ask C
The internet ain't gon' help you understand me


Related




 






Songs You Love If You Love Nerds







Eminem Takes Down Trump In Powerful Freestyle Rap During BET Awards







Cardi B and Twitter React To 'Bodak Yellow' Hitting No. 1 On The Hot 100






 
 

I'm a street nigga, yeah I'm famous
I'm a rapper, nigga, and I'm gangbangin'
Everybody kill a nigga, what you claimin'?
Everybody get it with your nigga flamin'
All these chains on a nigga like I'm stranglin'
Ran off with your money, nigga, guess we straight then
You knockoff gangbangers ain't bangin'
In the hood everyday, I'm hangin'And I come through when the gang need
And I wear shades so they can't see
And I pay them lawyers and the bond fees
Nigga one thousand, I'm beyond G
I put my main bitch inside Givenchy
Niggas still askin', ""Can you front me?""
My old ho sayin', ""Boy you growed up""
Promethazine, it got a nigga slowed up
Too solid, pussy niggas can't disclose us
Went and seen Eliante, and he froze us
I'm too street to walk around with my nose up
Especially to the niggas knew me 'fore I blowed up
Savage Mode drop, now my price'll go up
Streets cold, nigga, they ain't showin' no love
Niggas get in front of judge and they fold up
Face shot, hit that boy with the whole dub



Photos


































 




I'm a street nigga, yeah I'm famous
I'm a rapper, nigga, and I'm gangbangin'
Everybody kill a nigga, what you claimin'?
Everybody get it with your nigga flamin'
All these chains on a nigga like I'm stranglin'
Ran off with your money, nigga, guess we straight then
You knockoff gangbangers ain't bangin'
In the hood everyday, I'm hangin'Couple niggas switched up, bitched up, fuck 'em
I can't go nowhere without a pistol or a rubber
I'm too, too player to put a bitch before my brother
I'm too street smart, nigga, to serve a undercover




 "
Hip-Hop,21 Savage,Special,"In my feelings, she got me in my feelings
She got me in my feelings (forreal)
She got me in my feelings (forreal)
Got me in my feeling (forreal)
She got me in my feelings (forreal)
She got me in my feelings (forreal)
Got me...
She got me in my feelings (forreal)
Buy a brand new Bentley (forreal)
Buy her new Chanel (forreal)
I don't kiss and tell (no)
Her diamonds raindrop (yeah)
Stay down when the fame stop (yeah)
She be scratching on my tank top
Real niggas 'gone make the pain stop
Bad bitch you gone ride with me 'till the wheels off (21)
Baby, you 'gone calm me down when I'm pissed off (21)
I'm a savage so your panties might get ripped off (21)
Your ex didn't know how to appreciate you now he missed out


Related




 






23 One Hit Wonders You Still Can't Get Out Of Your Head







Eminem Takes Down Trump In Powerful Freestyle Rap During BET Awards







Cardi B and Twitter React To 'Bodak Yellow' Hitting No. 1 On The Hot 100






 
 

We got something special
We got something special
We got something special
We got something special
I was finna text you
But I ain't wanna pest you
Even if we ain't together (no matter we're forever)
I'm still coming to your rescue

Put you in that coupe
Put you in Jimmy Choo (21)
Burken bag (yeah), twenty-five thousand on the tag (yeah)
Put you on a private jet (yeah)
We ain't never riding first class (yeah)
And we having sex in the air, (yeah)
Make the whole compartment 'gone crash (yeah)
Hard to find a bad bitch to stay true to me (21)
Who 'gone spend them late nights in the booth with me
Gotta get a bitch she pullin' up to shoot with me
If you can't stay down then you ain't 'gone reap the fruits with me
Coke bottle model and she like to swallow
Pussy so good I give her all my guala (all my money)
I got your back forever, put that on my partner (on God)
You ain't gotta pay no bills



Photos


































 





We got something special
We got something special (yeah)
We got something special
We got something special
I was finna text you
But I don't wanna pest you
Even if we ain't together (no matter we're forever)
I'm still coming to your rescue
Ride with me (ride with me)
Tell the truth and don't you lie to me (lie to me)
You know I need you on my side with me (side with me)
Tell the truth and don't you lie to me (lie to me)
Baby, roll with me (roll with me)
Jump in that coupe and, baby, coast with me (coast with me)
If I was broke she kicking doors with me (doors with me)
Baby, roll with me
Roll with me (21)
I'mma hold you down forever
You my round forever
They just want to use you, but I'm tryna help you
Savage I'm tryna build, they just tryna feel
Really ain't none of their business
We got something real special
We got something special
We got something special
We got something special
I was finna text you
But I don't wanna pest you
Even if we ain't together (no matter we're forever)
I'm still coming to your rescue




 "
Hip-Hop,21 Savage,Red Opps,"Yeah I pull up roll the window down and
(pop pop pop pop pop)
I pull up roll the window down and
(pop pop pop pop pop)
I pull up roll the window down and
(pew pew pew)I just bought a pistol it got 30 rounds in it
Pull up at yo momma house and put some rounds in it
Wet a nigga block and watch them niggas drown in it
Hunnid round drum gun a nigga down with it
I'm on that Slaughter Gang shit, Murder Gang shit
Slaughter Gang shit, Murder Gang shit
I'm on that Slaughter Gang shit, Murder Gang shitSlaughter Gang shit, Murder Gang shit


Related




 






Songs That Will Make You Cry Uncontrollably







Eminem Takes Down Trump In Powerful Freestyle Rap During BET Awards







Cardi B and Twitter React To 'Bodak Yellow' Hitting No. 1 On The Hot 100






 
 

I'm on that Slaughter Gang shit
Take a nigga bitch
Nigga yous a bitch cuz I ran off with ya shit
I'm a real right blood and these niggas counterfeit
You don't pull up on the Ave pussy boy you get dipped
I bought a brand new drop and then I poured me up some drop
Young Savage real street nigga ya'll ain't on no block
Bitch keep your legs closed cuz all I want is topI pull up and pew pew pew y'all gone call the cops
21I just bought a pistol it got 30 rounds in it
Pull up at yo momma house and put some rounds in it
Wet a nigga block and watch them niggas drown in it
Hunnid round drum gun a nigga down with it
I'm on that Slaughter Gang shit, Murder Gang shitSlaughter Gang shit, Murder Gang shit
I'm on that Slaughter Gang shit, Murder Gang shit
Slaughter Gang shit, Murder Gang shit



Photos


































 




Two guns up
I don't give a fuck
I'm a big dog lil' nigga you a pup
Pull up on ya spot walk up on it shoot it up
Yo bitch she on the molly yeah I got her booted upYou said you was trappin' but I heard thats a lie
Baking soda cold water cut the stove on scrape the side
You can keep the skinny bitch cuz I like a fat ass and thighs
Bitch I'm young savage yo baby daddy know not to tryI just bought a pistol it got 30 rounds in it
Pull up at yo momma house and put some rounds in it
Wet a nigga block and watch them niggas drown in it
Hunnid round drum gun a nigga down with it
I'm on that Slaughter Gang shit, Murder Gang shit
Slaughter Gang shit, Murder Gang shit
I'm on that Slaughter Gang shit, Murder Gang shit
Slaughter Gang shit, Murder Gang shit
Slaughter Gang shit, Murder Gang shit!




 "
Hip-Hop,21 Savage,Issa,"[Intro: 21 Savage & Young Thug]
Issa Kylie, might be Jenner, hollup
It's fight or die, she leave wit' the winner[Chorus: Young Thug]
Issa, issa, issa, issa
Issa, issa, issa, issa[Verse 1: 21 Savage]
Issa knife, dawg, I got stripes, dawg
What's in that Wraith, Savage? It's some white, dawg
It's some nose-white, that shit slime
Chopper singin', Ginuwine
I'm on Air One, issa nine
On Gresham road, all the time
I be cheatin', she be cryin'
She tell the truth, I be lyin'
Issa paintin' (art), half a ticket
Issa Kylie, might be Jenner (hollup)
Issa jet, issa check
Issa savage, now she wet (that bitch wet!)
Issa Pyrex, I got crack (I got crinack)
Got a coolin' system, issa Tec
If your bitch spend the night, issa sex
If your watch ain't cost a hundred, it ain't shit (it ain't shit)


Related




 






The Best Karaoke Songs Ever, Ranked







Eminem Takes Down Trump In Powerful Freestyle Rap During BET Awards







Cardi B and Twitter React To 'Bodak Yellow' Hitting No. 1 On The Hot 100






 
 

[Verse 2: Young Thug]
Issa X, it's respect
If she don't check 'em, issa next
Issa slice, yes or not (yes or no?)
Only one 'bout it, issa squash
I'm out the gutta dawg, nigga I'm real raw
Nigga I got real hittas
Issa great difference (great!)
Nigga, I'm real raw
Issa babysitter
Oh that's a real kiddie? (real child?)
Nigga, that's a real stripper (fool)
I see pistols, issa pig, nigga, pig
Cut 'em in half, [?]
Tremendous pool in the livin' room
We tigers in the streets, bitch, tycoon
Nigga, issa [?], nigga, issa [?]
Nigga, issa knife, came for a slice
Baby, get right, nigga get diced
Got [?] at the crib, issa delight



Photos


































 




[Verse 3: Drake]
Issa 21, issa Jeff
Issa profit, dawg, issa net
I watched you go sell 4 million, issa stretch
You gave somethin' to the cops, issa sketch
Issa a drawin', issa foreign
This look fun, that looks borin'
Girl, stop textin' me so much, it's annoyin'
Issa a bloody La Ferrari, issa fortune[Verse 4: 21 Savage & Young Thug]
Issa duffle bag, issa Goyard (Goyard)
That's a pump fake, this a whole car
Issa VVS, and it's [?]
I'm a gang banger, I'm lieutenant
Issa sergeant, issa lieutenant
[?], issa menace
Kept me on target, kept me on [?]
Please don't scream, it's an arson
Issa Rolls Royce and it's tinted (skrrt, skrrt)
Spent your bank account at the dentist
This a Beamer it ain't rented
It's a diss song, not a [?]
Issa [?], issa blue bag
Issa [?] issa green bag
Issa moshpit, issa [?]
Issa [?] Alexander McQueen[Verse 5: Drake]
Issa 40, issa 30
Issa deadly, y'all not ready
Issa nail polish, bitch I'm petty
Issa ton of these, just got heavy
Issa YSL, issa PDE
That's my old ting, issa TBT
Issa tax bracket, issa Stoney jacket
World is mine now, it's on Tony status[Verse 6: 21 Savage]
Nigga don't argue
Nigga you [?]
Nigga go harder, harder
Nigga [?]
And I got a 'Rari, 'Rari
And I got a Harley, Harley
And I got Saint Laurent on my garments
Issa 21, issa [?]
Issa, issa pistol
Issa, dismiss 'em
Issa pistol
Issa killer, issa killer
Issa killer, issa pistol
[?]
Bitch don't call
[?][Chorus: Young Thug]
Issa, issa, issa, issa, issa
Issa, issa, issa, issa
Issa, issa, issa, issa, issa
Issa, issa, issa[Outro: Young Thug]
Slat, [?] poppin' like we popcorn
Hit my bitch with my socks on
[?]
Know some hitters out the 9th Ward




 "
